CID,FST_USE_DT
CID0241124,20161118
CID0371689,20161119
CID0327768,20161117
CID0049794,20161118
CID0190055,20161118
CID0186215,20161122
CID0254582,20161123
CID0230043,20161122
CID0210697,20161122
CID0260400,20161122
CID0068555,20161123
CID0367570,20161119
CID0037683,20161122
CID0273714,20161123
CID0220474,20161123
CID0202470,20161124
CID0081290,20161122
CID0045989,20161122
CID0382478,20161122
CID0026088,20161123
CID0094271,20161122
CID0346150,20161119
CID0041867,20170225
CID0088568,20170301
CID0062116,20170225
CID0171712,20170225
CID0025728,20160901
CID0165178,20160831
CID0311348,20160831
CID0361687,20160831
CID0243660,20160831
CID0373294,20160901
CID0008188,20160831
CID0186783,20160830
CID0191123,20160901
CID0119766,20151020
CID0223095,20151021
CID0078082,20151022
CID0045712,20151010
CID0097442,20151008
CID0298079,20150928
CID0287464,20151014
CID0339277,20170919
CID0239570,20170920
CID0283949,20170922
CID0075836,20170921
CID0104733,20170920
CID0093630,20170920
CID0085691,20151009
CID0329126,20151012
CID0264061,20150930
CID0243949,20151013
CID0190527,20151009
CID0134856,20151010
CID0137339,20151009
CID0128490,20151009
CID0114322,20151014
CID0060320,20151009
CID0121849,20151020
CID0317188,20151017
CID0108891,20170919
CID0228473,20170920
CID0024475,20170923
CID0046533,20170921
CID0192394,20170920
CID0148535,20170920
CID0118761,20170919
CID0122869,20170920
CID0177460,20170922
CID0223558,20170920
CID0099706,20170921
CID0336587,20170920
CID0279383,20170921
CID0353347,20170920
CID0143587,20170923
CID0241704,20170921
CID0328097,20170922
CID0054267,20170925
CID0134812,20170920
CID0329323,20170920
CID0190751,20170920
CID0382597,20170920
CID0124339,20170919
CID0179296,20170111
CID0172707,20170111
CID0297421,20170110
CID0025572,20170107
CID0181808,20170110
CID0156956,20170610
CID0233770,20170610
CID0179457,20170610
CID0326020,20170613
CID0011007,20170613
CID0266902,20170614
CID0199133,20170614
CID0216435,20170614
CID0153880,20170614
CID0020076,20170614
CID0120909,20170608
CID0320042,20170617
CID0261016,20170615
CID0030255,20170608
CID0271467,20170610
CID0322914,20170608
CID0132140,20170919
CID0206884,20170920
CID0168998,20170921
CID0226626,20170920
CID0257720,20170919
CID0013510,20170920
CID0101420,20170920
CID0225259,20170921
CID0358379,20170920
CID0165335,20170113
CID0340811,20170112
CID0277615,20170118
CID0100606,20170114
CID0060096,20170114
CID0280095,20170603
CID0298220,20170601
CID0268918,20170602
CID0110344,20170610
CID0163721,20170610
CID0136080,20170608
CID0177506,20170608
CID0384442,20170607
CID0153444,20170608
CID0310071,20170608
CID0066353,20170608
CID0036029,20170607
CID0232517,20170608
CID0214488,20170608
CID0214058,20170607
CID0274633,20170117
CID0105225,20170114
CID0179784,20170114
CID0345592,20170113
CID0285445,20170110
CID0202602,20170111
CID0158964,20170110
CID0202673,20170110
CID0136894,20170111
CID0078157,20170111
CID0322396,20170107
CID0003287,20170111
CID0357197,20170110
CID0148856,20170111
CID0012640,20170110
CID0106627,20170111
CID0180045,20170111
CID0275851,20170113
CID0056781,20170113
CID0073167,20170113
CID0117705,20170120
CID0002005,20170114
CID0031868,20170615
CID0222149,20170615
CID0178477,20170615
CID0020837,20170610
CID0094789,20170613
CID0024286,20170613
CID0281745,20170610
CID0337650,20170613
CID0109421,20170826
CID0042987,20170829
CID0142201,20170826
CID0303014,20170825
CID0026990,20170829
CID0096412,20170826
CID0172106,20170825
CID0384484,20161019
CID0058550,20161021
CID0333058,20161020
CID0063222,20161021
CID0159963,20161019
CID0107900,20161020
CID0021539,20161018
CID0090361,20161019
CID0143753,20161021
CID0276436,20161021
CID0045634,20161020
CID0153308,20161019
CID0127330,20160512
CID0056443,20160511
CID0082529,20160512
CID0096339,20160511
CID0118853,20160511
CID0237978,20160508
CID0026294,20170829
CID0090590,20170826
CID0271436,20170829
CID0098386,20170826
CID0138855,20161019
CID0097072,20161017
CID0334573,20161019
CID0040798,20161018
CID0020291,20161019
CID0193674,20161022
CID0242070,20161019
CID0036892,20161020
CID0241968,20161020
CID0122019,20161019
CID0177747,20161018
CID0114068,20161018
CID0323885,20160509
CID0345450,20160511
CID0275526,20160511
CID0109491,20160513
CID0059447,20160511
CID0277774,20160509
CID0022255,20160513
CID0272160,20160511
CID0084575,20160511
CID0267089,20160511
CID0333680,20160511
CID0130212,20160510
CID0216634,20160511
CID0207815,20170830
CID0359561,20161018
CID0020919,20161019
CID0110307,20161019
CID0247552,20161019
CID0307224,20161019
CID0229489,20161020
CID0163841,20161019
CID0185323,20161019
CID0128499,20161020
CID0056262,20161019
CID0334471,20161019
CID0136035,20160513
CID0367578,20160509
CID0317234,20160511
CID0252469,20160518
CID0115521,20160511
CID0205650,20160511
CID0038999,20160511
CID0224275,20160511
CID0055070,20160511
CID0357692,20170830
CID0320698,20170829
CID0251586,20170830
CID0111581,20170829
CID0262422,20170825
CID0131033,20170825
CID0097319,20170829
CID0181837,20170825
CID0280553,20170825
CID0232928,20170826
CID0212042,20170829
CID0181620,20170902
CID0149680,20170825
CID0257418,20170826
CID0384211,20170825
CID0136192,20170826
CID0140795,20170826
CID0032836,20170825
CID0040077,20170826
CID0322403,20170826
CID0281867,20170829
CID0334867,20161018
CID0077704,20161018
CID0125023,20161019
CID0360022,20161019
CID0304579,20161019
CID0247269,20161019
CID0334845,20161020
CID0089913,20161019
CID0191355,20161019
CID0046652,20161020
CID0311901,20161019
CID0125587,20161019
CID0265732,20161020
CID0094813,20161019
CID0159383,20161019
CID0328782,20161017
CID0028277,20161019
CID0198533,20161021
CID0038651,20161020
CID0266922,20161020
CID0137208,20161020
CID0246064,20161019
CID0094690,20170830
CID0151529,20170826
CID0169136,20170826
CID0090874,20170826
CID0111777,20170826
CID0219781,20170830
CID0255447,20170907
CID0346366,20170829
CID0227014,20170826
CID0340191,20160511
CID0379189,20160511
CID0021904,20160810
CID0039024,20170524
CID0328034,20170525
CID0275668,20170523
CID0264265,20170523
CID0349110,20170520
CID0376253,20170523
CID0027157,20170523
CID0232573,20170523
CID0063313,20170523
CID0263099,20170523
CID0362259,20170523
CID0387659,20160722
CID0194946,20160723
CID0350563,20160726
CID0092389,20160723
CID0375943,20160722
CID0114514,20160723
CID0087666,20160722
CID0164031,20160723
CID0003971,20160722
CID0364113,20160723
CID0366209,20160723
CID0309146,20160723
CID0331614,20160722
CID0259556,20160721
CID0225705,20160721
CID0288132,20160723
CID0025224,20160726
CID0125005,20160810
CID0193993,20160810
CID0305429,20160808
CID0062600,20160726
CID0169673,20160723
CID0167449,20160723
CID0207468,20160722
CID0294175,20160726
CID0353809,20160726
CID0268271,20160722
CID0158405,20160722
CID0079802,20160723
CID0126818,20160722
CID0089606,20160722
CID0163271,20160723
CID0316153,20160726
CID0338469,20160726
CID0271992,20160721
CID0092964,20160722
CID0233848,20160723
CID0335645,20160726
CID0182158,20160723
CID0007544,20160723
CID0317836,20160723
CID0170830,20160722
CID0367662,20160722
CID0344061,20160722
CID0256729,20160723
CID0268909,20160723
CID0027464,20160726
CID0088853,20160722
CID0250867,20160723
CID0019560,20160722
CID0086481,20160723
CID0134193,20160723
CID0051433,20160723
CID0072509,20160727
CID0033832,20160726
CID0149072,20160727
CID0335984,20160728
CID0336885,20160726
CID0057674,20160402
CID0148889,20160402
CID0194416,20160402
CID0229127,20160331
CID0306327,20160406
CID0244066,20160406
CID0266055,20160402
CID0330372,20160406
CID0071673,20160407
CID0021957,20160408
CID0241395,20160407
CID0025285,20160407
CID0119377,20160405
CID0241342,20160409
CID0187989,20160408
CID0193889,20160406
CID0348579,20160402
CID0240928,20160402
CID0324434,20160402
CID0172070,20160331
CID0063013,20160405
CID0105057,20160407
CID0157965,20160402
CID0244471,20160402
CID0223333,20160402
CID0321939,20160331
CID0353154,20160406
CID0300927,20160401
CID0244668,20160401
CID0329905,20160401
CID0194286,20160408
CID0264788,20160407
CID0167769,20160408
CID0271534,20160407
CID0117719,20160408
CID0182175,20160406
CID0205948,20160330
CID0058785,20160402
CID0378257,20160402
CID0312002,20160401
CID0098227,20160402
CID0337911,20160331
CID0097000,20160402
CID0156732,20160406
CID0361343,20160407
CID0062909,20160408
CID0352025,20160406
CID0113679,20160407
CID0062947,20160406
CID0310013,20160406
CID0263125,20160406
CID0370463,20160406
CID0282420,20160406
CID0062826,20160401
CID0316240,20160401
CID0096684,20160401
CID0192714,20160831
CID0242900,20160830
CID0129668,20170228
CID0179252,20160831
CID0067138,20160831
CID0309242,20160831
CID0018784,20160901
CID0044345,20160831
CID0135549,20160831
CID0061735,20160831
CID0061399,20160901
CID0179321,20160831
CID0145545,20160831
CID0153376,20160831
CID0306153,20160831
CID0210971,20160906
CID0253824,20160831
CID0090625,20170228
CID0260535,20170228
CID0097058,20170228
CID0203398,20170228
CID0083668,20160901
CID0376454,20160903
CID0265323,20160831
CID0192874,20160901
CID0339514,20160901
CID0257847,20160831
CID0104658,20160831
CID0057082,20160901
CID0316158,20160831
CID0072949,20160901
CID0049886,20160831
CID0006982,20160831
CID0053195,20170224
CID0305014,20170301
CID0093454,20170225
CID0294859,20170301
CID0298842,20170225
CID0255364,20170302
CID0019023,20170225
CID0350174,20170225
CID0161627,20170225
CID0298712,20170228
CID0206068,20170228
CID0159072,20170225
CID0017410,20170301
CID0348680,20170228
CID0109919,20170228
CID0265298,20170225
CID0042906,20170225
CID0066413,20170225
CID0104957,20170225
CID0049846,20170225
CID0319227,20170228
CID0270280,20170302
CID0021482,20170301
CID0129477,20170228
CID0348254,20170228
CID0362266,20170225
CID0315467,20161118
CID0145431,20161118
CID0381261,20161119
CID0381210,20161118
CID0374995,20161119
CID0247472,20161118
CID0213130,20161119
CID0105570,20161118
CID0317810,20161117
CID0001488,20161117
CID0066205,20161117
CID0118043,20161117
CID0266323,20161118
CID0053879,20161117
CID0201771,20161122
CID0272063,20161123
CID0014974,20161122
CID0208460,20161125
CID0049363,20161122
CID0107507,20161122
CID0105858,20161122
CID0089700,20161122
CID0251195,20161122
CID0215908,20161123
CID0273101,20161122
CID0221559,20161122
CID0000432,20161122
CID0107905,20161117
CID0108840,20161118
CID0013105,20161119
CID0368582,20161118
CID0010299,20161119
CID0285541,20161119
CID0010231,20161118
CID0015889,20161118
CID0126422,20161122
CID0067773,20161119
CID0305738,20161118
CID0249401,20161117
CID0093201,20161118
CID0014177,20161119
CID0108514,20161118
CID0383689,20161119
CID0224003,20161122
CID0053652,20161118
CID0245340,20161122
CID0028915,20161119
CID0294149,20161118
CID0337923,20161118
CID0305511,20161119
CID0383715,20161118
CID0099624,20161123
CID0217018,20161122
CID0031028,20161122
CID0328408,20161123
CID0031752,20161123
CID0220983,20161124
CID0174040,20161123
CID0015109,20161119
CID0094373,20161118
CID0183102,20161118
CID0221158,20161118
CID0002606,20161119
CID0320193,20160830
CID0353168,20160901
CID0346153,20160831
CID0209582,20160831
CID0234901,20160831
CID0040017,20160830
CID0007380,20160831
CID0339891,20160903
CID0148666,20170613
CID0006166,20170613
CID0234758,20170613
CID0217748,20170610
CID0314042,20170610
CID0313991,20170613
CID0049079,20170610
CID0386037,20170614
CID0357098,20170114
CID0077225,20170113
CID0104980,20170112
CID0303968,20170110
CID0070706,20170111
CID0129149,20170111
CID0097253,20170608
CID0373697,20170615
CID0136803,20170616
CID0154285,20170609
CID0133080,20170609
CID0234929,20170601
CID0228046,20170601
CID0083338,20170602
CID0169582,20170602
CID0006788,20170603
CID0069673,20170601
CID0220712,20170606
CID0106675,20170602
CID0037635,20170606
CID0125371,20170603
CID0278592,20170603
CID0316845,20170609
CID0352246,20170609
CID0343802,20170609
CID0255658,20150929
CID0347861,20151017
CID0254274,20151016
CID0213040,20151020
CID0188658,20151020
CID0311301,20151021
CID0040771,20150930
CID0094161,20151009
CID0270833,20151012
CID0005674,20151012
CID0133085,20151013
CID0125993,20151009
CID0186284,20151009
CID0309459,20151009
CID0360259,20160409
CID0063517,20170921
CID0142162,20170920
CID0217977,20170920
CID0081038,20170920
CID0290105,20170919
CID0230267,20170920
CID0288737,20170923
CID0209692,20170920
CID0376471,20170921
CID0043440,20160413
CID0321349,20160415
CID0135150,20160409
CID0361146,20160412
CID0077103,20160412
CID0300015,20160413
CID0186516,20170919
CID0227390,20170920
CID0142565,20170920
CID0312409,20170919
CID0122143,20170919
CID0364563,20170919
CID0013659,20170918
CID0056558,20170919
CID0376221,20170920
CID0310877,20170920
CID0049323,20170111
CID0294006,20170111
CID0223903,20170110
CID0359135,20170111
CID0375656,20170111
CID0335506,20170107
CID0151014,20170110
CID0187467,20170111
CID0162267,20160409
CID0235972,20160412
CID0181442,20160413
CID0159335,20160412
CID0234813,20160412
CID0034373,20160409
CID0372621,20160416
CID0108055,20160415
CID0096800,20160414
CID0291051,20160414
CID0089787,20160413
CID0135740,20160416
CID0270242,20160416
CID0142999,20160414
CID0335210,20160414
CID0055175,20170920
CID0196722,20170920
CID0054506,20170920
CID0307190,20170921
CID0149460,20170920
CID0128115,20170919
CID0173269,20170921
CID0270846,20170922
CID0269638,20170920
CID0198862,20170111
CID0114772,20170113
CID0037069,20170114
CID0058812,20170113
CID0073691,20170113
CID0349984,20170920
CID0257222,20170921
CID0178780,20170919
CID0103414,20170923
CID0301005,20170919
CID0318683,20170920
CID0287446,20170114
CID0332888,20170114
CID0031796,20170113
CID0239635,20170114
CID0287761,20170920
CID0166227,20170920
CID0147503,20170922
CID0362585,20170920
CID0176805,20170920
CID0315796,20170919
CID0003355,20160509
CID0086819,20160512
CID0192966,20160510
CID0042870,20170826
CID0284680,20170829
CID0340125,20170829
CID0238790,20170830
CID0139085,20170830
CID0151152,20170830
CID0295695,20170830
CID0149427,20160512
CID0100689,20160512
CID0296052,20160512
CID0206811,20160511
CID0078869,20160507
CID0061361,20170829
CID0105973,20170830
CID0369168,20170831
CID0132303,20170902
CID0172401,20170830
CID0062165,20170830
CID0102003,20170830
CID0206275,20170827
CID0020717,20170826
CID0234355,20170826
CID0027016,20170829
CID0332978,20170825
CID0104446,20170826
CID0124738,20160512
CID0001918,20160513
CID0209490,20160511
CID0164215,20160512
CID0276203,20160513
CID0292972,20160512
CID0322339,20160514
CID0193133,20160509
CID0228538,20160513
CID0245027,20160512
CID0027525,20170825
CID0011991,20170825
CID0103367,20170825
CID0335738,20170825
CID0172580,20170825
CID0250882,20170829
CID0370893,20170825
CID0245522,20170829
CID0248268,20170826
CID0001448,20170826
CID0134287,20170829
CID0377376,20170826
CID0168165,20160512
CID0096679,20160512
CID0067832,20160512
CID0097953,20160512
CID0006732,20160512
CID0295052,20170831
CID0156324,20170829
CID0028091,20170830
CID0346992,20170906
CID0217224,20170829
CID0137455,20170830
CID0222431,20170830
CID0065845,20170830
CID0274064,20170830
CID0042239,20170829
CID0264542,20170830
CID0211425,20170830
CID0194086,20170831
CID0109542,20170830
CID0199949,20170830
CID0125889,20170828
CID0127244,20170830
CID0332613,20170829
CID0357697,20170902
CID0026924,20170831
CID0058778,20170825
CID0250675,20160712
CID0102704,20170826
CID0216380,20170826
CID0274505,20170825
CID0035163,20170825
CID0269178,20170825
CID0045653,20170825
CID0053469,20170828
CID0099679,20170826
CID0289161,20170825
CID0097462,20170826
CID0172970,20170830
CID0316634,20170829
CID0148403,20160711
CID0178615,20161019
CID0325846,20161019
CID0108751,20161018
CID0145345,20161018
CID0254200,20161019
CID0220511,20161020
CID0000396,20161019
CID0071214,20161020
CID0017943,20161019
CID0095172,20161018
CID0145720,20161020
CID0208778,20161021
CID0240715,20161020
CID0346209,20161019
CID0311904,20161019
CID0009056,20161021
CID0026871,20161019
CID0186691,20161019
CID0194706,20161018
CID0371658,20161018
CID0251465,20161018
CID0354070,20161020
CID0296268,20160710
CID0242960,20160712
CID0042025,20170831
CID0231779,20170830
CID0278795,20170830
CID0251698,20170829
CID0340591,20170830
CID0261060,20170830
CID0047551,20170831
CID0106354,20170830
CID0069883,20170830
CID0305746,20170829
CID0099670,20170830
CID0142899,20170830
CID0283033,20170830
CID0072070,20160331
CID0005045,20160401
CID0312419,20160401
CID0109417,20160406
CID0381831,20160408
CID0234534,20160330
CID0002397,20160401
CID0274617,20160401
CID0290898,20160330
CID0190030,20160401
CID0298850,20160401
CID0352471,20160402
CID0230561,20160330
CID0012188,20160401
CID0213557,20160406
CID0143012,20170523
CID0155702,20170518
CID0221997,20170518
CID0150698,20170518
CID0298355,20170518
CID0168997,20170519
CID0209546,20170523
CID0097811,20170518
CID0004302,20170520
CID0350743,20170518
CID0118395,20170519
CID0148485,20170519
CID0044059,20170519
CID0194432,20170519
CID0278660,20170519
CID0020362,20170518
CID0165783,20170523
CID0238810,20170520
CID0311093,20170513
CID0303861,20170523
CID0218988,20170523
CID0006861,20170523
CID0124190,20170523
CID0386697,20170520
CID0234527,20160723
CID0028833,20160726
CID0106857,20160723
CID0370590,20160723
CID0248849,20160728
CID0361632,20160726
CID0363363,20160726
CID0038788,20160726
CID0114392,20160723
CID0156687,20160723
CID0289720,20160726
CID0128942,20160727
CID0273114,20160726
CID0054969,20170524
CID0126063,20170523
CID0140892,20170520
CID0294889,20170519
CID0107738,20160726
CID0122403,20160726
CID0161568,20160726
CID0386515,20160726
CID0154013,20160727
CID0062644,20160726
CID0058355,20160727
CID0324822,20160726
CID0318346,20160726
CID0110680,20160726
CID0240994,20160727
CID0142189,20160723
CID0036576,20160727
CID0216718,20160727
CID0222161,20160726
CID0075217,20160726
CID0052551,20160726
CID0127970,20160727
CID0008004,20160726
CID0087954,20170519
CID0243395,20170523
CID0245910,20170523
CID0114621,20170524
CID0091037,20170518
CID0268957,20170519
CID0010758,20160726
CID0302901,20160722
CID0086656,20160727
CID0273918,20160726
CID0205499,20160727
CID0134266,20160723
CID0310004,20160723
CID0373113,20160728
CID0381308,20160726
CID0208207,20160727
CID0207311,20160726
CID0369307,20160726
CID0205324,20160726
CID0290202,20160726
CID0002211,20160723
CID0066999,20160723
CID0118388,20160727
CID0125681,20160723
CID0000246,20160729
CID0175110,20160727
CID0317336,20160727
CID0274608,20160726
CID0251230,20160401
CID0246391,20160406
CID0246774,20160406
CID0193332,20160406
CID0100448,20160331
CID0199463,20160401
CID0052383,20160401
CID0201897,20160402
CID0213036,20160409
CID0163591,20160403
CID0217245,20160406
CID0208191,20160406
CID0216662,20160401
CID0099165,20160408
CID0198210,20160401
CID0146830,20160401
CID0379325,20160406
CID0345604,20160402
CID0317973,20160406
CID0197557,20160402
CID0302707,20160406
CID0273735,20160406
CID0241081,20160406
CID0014751,20160331
CID0086846,20160330
CID0018217,20160831
CID0084167,20160901
CID0065341,20160831
CID0253369,20160901
CID0128373,20160831
CID0286010,20160831
CID0195478,20160831
CID0031737,20160831
CID0119606,20160831
CID0373464,20160831
CID0044481,20160830
CID0236279,20160901
CID0098669,20160901
CID0284826,20160902
CID0172483,20160830
CID0276936,20160831
CID0184044,20160830
CID0330192,20160831
CID0061917,20160831
CID0333257,20160830
CID0002283,20160831
CID0162717,20160901
CID0297249,20160831
CID0218031,20160831
CID0141045,20160901
CID0227042,20160831
CID0331226,20160901
CID0136406,20160830
CID0246047,20160830
CID0317725,20160831
CID0103107,20160831
CID0259668,20160831
CID0145158,20160901
CID0265982,20170228
CID0203459,20170228
CID0282531,20170301
CID0038463,20170225
CID0293581,20170225
CID0083361,20160831
CID0031587,20160901
CID0132417,20160831
CID0367822,20160831
CID0224214,20160831
CID0066614,20160831
CID0222840,20160901
CID0338555,20160901
CID0306774,20160831
CID0097282,20160831
CID0160905,20160831
CID0371336,20170301
CID0123837,20170228
CID0208953,20170301
CID0259382,20170304
CID0245938,20160830
CID0326380,20160901
CID0276811,20160831
CID0292411,20160831
CID0294856,20160831
CID0261157,20160831
CID0209838,20160901
CID0032530,20160831
CID0269382,20160831
CID0376671,20170301
CID0366145,20170228
CID0387934,20170228
CID0229554,20170302
CID0326962,20170225
CID0171891,20160901
CID0223975,20160831
CID0077407,20160831
CID0131174,20160831
CID0287825,20160831
CID0340862,20160831
CID0370233,20160831
CID0010090,20160831
CID0069037,20160901
CID0241348,20170301
CID0201273,20170304
CID0138141,20170228
CID0264188,20170301
CID0205755,20170228
CID0233100,20170228
CID0154783,20170228
CID0037343,20170228
CID0349881,20170228
CID0224089,20170302
CID0142468,20170303
CID0279770,20170225
CID0074285,20170225
CID0074394,20170228
CID0377495,20170225
CID0179697,20170228
CID0111062,20170225
CID0353126,20170225
CID0243738,20170228
CID0287394,20161118
CID0382917,20161122
CID0306639,20170217
CID0184713,20170217
CID0115608,20170217
CID0121310,20170217
CID0298320,20170218
CID0163224,20170217
CID0386454,20170217
CID0251852,20170218
CID0110867,20170218
CID0189693,20170217
CID0144146,20170217
CID0150126,20170214
CID0377412,20170214
CID0145440,20170214
CID0063194,20170215
CID0184479,20170211
CID0216014,20160831
CID0224320,20160901
CID0133938,20160831
CID0184854,20160901
CID0365061,20160901
CID0254388,20160901
CID0245546,20160901
CID0109804,20160903
CID0111324,20160831
CID0096269,20160902
CID0292320,20160901
CID0053929,20160901
CID0369301,20160830
CID0375124,20160902
CID0036235,20160901
CID0297241,20160901
CID0069826,20160831
CID0194770,20170110
CID0044095,20170110
CID0236654,20170112
CID0063376,20170110
CID0276855,20170110
CID0140036,20170608
CID0144626,20170609
CID0148183,20170614
CID0096013,20170617
CID0279626,20170615
CID0248994,20170614
CID0304332,20170615
CID0383056,20170616
CID0360234,20170616
CID0263359,20170616
CID0311865,20170616
CID0206214,20170615
CID0210393,20170110
CID0374090,20170111
CID0245162,20170110
CID0073678,20170606
CID0118551,20170613
CID0054945,20170610
CID0382403,20170613
CID0027225,20170613
CID0266827,20170614
CID0005954,20170620
CID0213931,20170613
CID0044684,20170613
CID0088919,20170614
CID0228407,20170613
CID0150291,20170614
CID0008940,20170614
CID0220247,20170615
CID0354078,20170615
CID0270277,20170615
CID0070214,20170616
CID0085993,20170617
CID0365020,20170113
CID0323457,20170113
CID0170586,20170117
CID0108311,20170117
CID0325976,20170119
CID0072005,20170609
CID0198790,20170609
CID0178669,20170615
CID0255715,20170607
CID0001455,20170609
CID0135460,20170608
CID0209544,20170601
CID0357490,20170601
CID0324991,20170602
CID0277476,20170602
CID0145199,20170602
CID0007850,20170603
CID0352389,20170602
CID0341541,20170616
CID0244556,20170615
CID0293101,20170608
CID0045821,20170607
CID0172196,20170608
CID0137880,20170607
CID0321247,20170607
CID0205239,20170609
CID0082411,20170616
CID0131786,20170616
CID0241076,20170613
CID0086466,20170610
CID0023103,20170610
CID0049863,20170610
CID0244571,20170610
CID0209278,20170616
CID0348282,20170621
CID0336558,20170608
CID0263340,20170608
CID0131931,20170609
CID0043379,20170607
CID0123332,20170602
CID0013854,20170602
CID0365889,20170601
CID0303169,20170601
CID0150234,20170607
CID0259941,20170601
CID0234701,20170603
CID0124973,20170602
CID0180818,20170602
CID0293388,20170603
CID0366629,20170603
CID0004127,20170615
CID0134249,20170615
CID0155392,20170616
CID0002062,20170615
CID0348794,20170615
CID0330885,20170615
CID0020582,20170608
CID0021586,20170610
CID0130502,20170608
CID0364330,20170609
CID0269022,20170607
CID0344924,20170607
CID0046207,20170615
CID0217790,20170616
CID0203094,20170615
CID0241881,20170614
CID0312553,20170616
CID0127413,20170922
CID0054998,20170922
CID0079221,20170921
CID0199336,20170920
CID0357258,20170920
CID0298682,20170920
CID0073741,20170920
CID0232458,20170920
CID0362574,20170111
CID0235541,20160416
CID0283806,20160416
CID0158173,20160419
CID0232694,20160420
CID0009906,20160416
CID0054951,20160416
CID0262123,20160416
CID0004116,20160416
CID0180082,20160415
CID0017474,20160415
CID0337111,20160416
CID0098042,20170830
CID0152230,20170825
CID0111023,20170829
CID0076768,20170825
CID0319662,20160710
CID0170401,20170826
CID0279496,20170826
CID0065324,20170825
CID0009285,20170825
CID0271265,20170826
CID0321902,20170826
CID0048569,20170829
CID0319263,20170825
CID0032721,20170829
CID0331525,20170829
CID0367341,20170829
CID0349416,20170830
CID0272875,20170829
CID0012565,20170826
CID0003969,20170826
CID0366455,20170830
CID0230949,20170830
CID0035253,20170829
CID0268665,20170830
CID0181828,20170831
CID0038636,20170830
CID0381596,20170830
CID0062491,20170830
CID0245093,20170830
CID0003663,20170830
CID0022441,20170914
CID0327578,20170914
CID0073384,20170916
CID0112617,20170829
CID0234343,20170830
CID0135005,20170830
CID0069884,20170830
CID0028720,20170829
CID0021499,20170829
CID0286478,20170830
CID0194985,20170830
CID0309046,20170830
CID0197954,20170829
CID0127550,20170830
CID0071084,20170830
CID0276761,20170830
CID0089430,20170830
CID0052440,20170826
CID0289599,20170826
CID0218000,20170826
CID0285849,20170826
CID0265908,20170825
CID0013658,20170825
CID0341235,20170825
CID0278278,20170812
CID0157189,20170824
CID0278241,20170823
CID0080453,20170823
CID0145229,20170824
CID0275618,20170825
CID0200573,20170824
CID0348654,20170825
CID0135456,20170826
CID0102116,20170816
CID0082090,20170818
CID0303302,20170818
CID0308085,20170819
CID0090559,20170822
CID0069580,20170817
CID0247507,20170819
CID0261326,20170818
CID0281885,20170818
CID0301348,20170818
CID0117152,20170818
CID0014690,20170818
CID0306236,20170819
CID0164840,20170818
CID0356899,20170823
CID0130992,20170825
CID0376684,20170822
CID0184679,20170818
CID0330460,20170819
CID0346168,20170818
CID0030173,20170819
CID0364174,20170819
CID0247343,20170825
CID0009439,20170823
CID0183151,20170824
CID0275607,20170823
CID0267648,20170824
CID0325430,20170824
CID0004416,20170824
CID0382963,20170825
CID0355716,20170824
CID0146410,20170824
CID0225867,20170826
CID0299702,20170829
CID0130236,20170811
CID0285166,20170812
CID0316592,20170811
CID0231583,20170815
CID0101459,20170812
CID0032201,20170812
CID0284235,20170812
CID0015416,20170812
CID0381663,20170815
CID0332085,20170815
CID0293759,20170824
CID0034625,20170825
CID0112624,20170823
CID0347999,20170824
CID0141060,20170825
CID0264927,20170823
CID0279460,20170824
CID0055222,20170825
CID0090030,20170822
CID0336571,20170822
CID0274179,20170817
CID0161783,20170818
CID0321885,20170818
CID0055879,20170818
CID0032794,20170819
CID0246749,20170818
CID0309483,20170818
CID0310847,20170819
CID0056107,20170818
CID0226679,20170817
CID0317129,20170818
CID0293708,20160402
CID0209882,20160401
CID0384893,20160330
CID0016698,20160402
CID0021061,20160406
CID0050649,20160408
CID0271089,20160401
CID0376520,20160406
CID0199609,20160406
CID0363706,20160402
CID0236240,20160409
CID0267676,20160409
CID0109091,20160401
CID0134328,20160406
CID0133334,20160406
CID0374116,20160407
CID0035314,20160408
CID0011507,20160408
CID0225700,20160408
CID0231829,20160401
CID0003401,20160401
CID0130592,20160330
CID0330914,20160401
CID0126636,20160401
CID0203805,20160408
CID0084979,20160407
CID0338217,20160407
CID0117632,20160401
CID0203002,20160401
CID0137848,20160401
CID0238927,20160401
CID0195935,20160401
CID0270462,20160401
CID0268019,20160406
CID0310745,20160406
CID0158107,20160407
CID0312544,20160406
CID0073120,20160407
CID0236635,20160402
CID0139218,20160401
CID0132868,20160401
CID0012585,20160401
CID0098880,20160402
CID0279691,20160401
CID0346748,20170523
CID0210861,20170523
CID0120397,20170523
CID0151236,20170524
CID0260127,20170523
CID0336506,20170520
CID0227359,20170519
CID0182838,20170520
CID0103743,20170519
CID0271203,20170519
CID0067405,20170518
CID0275115,20170519
CID0044026,20170519
CID0288930,20170518
CID0187160,20170523
CID0338548,20170520
CID0214224,20170524
CID0157673,20170525
CID0001396,20170526
CID0166409,20170523
CID0036033,20170520
CID0360486,20170518
CID0074438,20170523
CID0296167,20170519
CID0378409,20170519
CID0220838,20170519
CID0098150,20170519
CID0201187,20170520
CID0250442,20170519
CID0098294,20170519
CID0315423,20170519
CID0284549,20170519
CID0203793,20170520
CID0329706,20170520
CID0224060,20170519
CID0036138,20170519
CID0071323,20170520
CID0218316,20170523
CID0320524,20170524
CID0185124,20170523
CID0100942,20160401
CID0386528,20160402
